Station Name,Address,Latitude,Longitude,Connector Type,Quantity,Type,Unnamed: 7,street_name,zip_code
Hogehilweg / aroundtown,21 Hogehilweg 1101 CB,52.30788,4.948748,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Hogehilweg,1101 CB
Zekeringstraat 42,54 Zekeringstraat 1014 BT,52.39663,4.848674,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Zekeringstraat,1014 BT
Van Leeuwen/89223075,77 Maroastraat 1060 LG,52.35394,4.765026,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Maroastraat,1060 LG
AVIA Nederland/NLAVISVSDV00X-AMSTERDAM,10 Beiraweg 1047 HN,52.40549,4.75092,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Beiraweg,1047 HN
Sunrock Amsterdam,37 Pilotenstraat 1059 CH,52.33959,4.844328,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Pilotenstraat,1059 CH
Maroastraat 77,77 Maroastraat 1060 LG,52.35394,4.765026,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Maroastraat,1060 LG
Revaleiland 284A,284 Revaleiland 1014 ZE,52.39392,4.880693,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Revaleiland,1014 ZE
Fogostraat 1 Amsterdam,3 Maroastraat 1060 LG,52.35546,4.769176,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Maroastraat,1060 LG
Laadkompas,100 Burgemeester Stramanweg 1101 EM,52.30695,4.931535,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Burgemeester Stramanweg,1101 EM
VSDV B.V. AMSTERDAM,10 Beiraweg 1047 HN,52.40549,4.75092,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Beiraweg,1047 HN
CCS001541,101 Doctor H. Colijnstraat 1067 CC,52.37856,4.806289,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Doctor H. Colijnstraat,1067 CC
Scopius EV Charging/89885383,1 Statenjachtstraat 1034 CS,52.40505,4.919858,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Statenjachtstraat,1034 CS
50five Exploitatie/89486448,106a Naritaweg 1043 CA,52.38815,4.823978,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Naritaweg,1043 CA
Charge point Eneco,66G Wibautstraat 1091 GN,52.35599,4.910606,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Wibautstraat,1091 GN
Volvo Truck Amsterdam,Westpoortweg 1047,52.40607,4.758496,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Westpoortweg ,1047
Stichting BovenIJ achterkant,1 Statenjachtstraat 1034 CS,52.40505,4.919858,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Statenjachtstraat,1034 CS
Parkeergarage nhow hotel RAI,2A Europaboulevard 1078 RV,52.33942,4.890983,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Europaboulevard,1078 RV
"BAA - Amsterdam, Doctor H Colijnstraat 78",101 Doctor H. Colijnstraat 1067 CC,52.37856,4.806289,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Doctor H. Colijnstraat,1067 CC
Naritaweg 106 - 120,106a Naritaweg 1043 CA,52.38815,4.823978,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Naritaweg,1043 CA
Gelrestraat 16,23 s109 1079 RM,52.33834,4.893018,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,s109,1079 RM
Thomas R. Malthusstraat 5,3C Thomas R. Malthusstraat 1066 JR,52.33969,4.823063,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Thomas R. Malthusstraat,1066 JR
Gelrestraat  16,23 s109 1079 RM,52.33834,4.893018,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,s109,1079 RM
Gelrestraat 16,23 s109 1079 RM,52.33834,4.893018,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,s109,1079 RM
Gelrestraat  16,23 s109 1079 RM,52.33834,4.893018,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,s109,1079 RM
undefined,87 Bijlmerdreef 1102 BP,52.3142,4.949824,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Bijlmerdreef,1102 BP
undefined,Kastrupstraat 1043 NT,52.39089,4.835632,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,,1043 NT
P21 Banne,113 Bezaanjachtplein 1034 CR,52.40838,4.915084,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Bezaanjachtplein,1034 CR
Abel&Co/303076,29 Klokkenbergweg 1101 AK,52.30099,4.936871,CCS2,6,fast charging points,,Klokkenbergweg,1101 AK
Streetplug/89006315,8a Danzigerkade 1013 AP,52.39755,4.877608,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Danzigerkade,1013 AP
Dutch Charge/88942251,2 Delflandlaan 1062 EB,52.35746,4.84032,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Delflandlaan,1062 EB
Achmea Westbeat Amsterdam,2 Delflandlaan 1062 EB,52.35746,4.84032,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Delflandlaan,1062 EB
Thomas R. Malthusstraat 5,3C Thomas R. Malthusstraat 1066 JR,52.33969,4.823063,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Thomas R. Malthusstraat,1066 JR
Radarweg 60,Kastrupstraat 1043 NT,52.39089,4.835632,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,,1043 NT
De Lofts Amsterdam,14e6 Spaklerweg 1096 BA,52.33958,4.920138,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Spaklerweg,1096 BA
Elbizz/59269917,14e6 Spaklerweg 1096 BA,52.33958,4.920138,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Spaklerweg,1096 BA
50five Exploitatie/55696427,3 Thomas R. Malthusstraat 1066 JR,52.33986,4.823993,TYPE 2,10,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Thomas R. Malthusstraat,1066 JR
Overhoeksplein 1,23g Overhoeksplein 1031 KS,52.38392,4.902664,TYPE 2,9,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Overhoeksplein,1031 KS
undefined,106a Naritaweg 1043 CA,52.38815,4.823978,TYPE 2,9,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Naritaweg,1043 CA
undefined,2 Paalbergweg 1105 AG,52.30009,4.953319,TYPE 2,9,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Paalbergweg,1105 AG
undefined,199 Bercylaan 1031 KP,52.38468,4.903458,TYPE 2,9,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Bercylaan,1031 KP
Narva-eiland,133 Narva-eiland 1014 ZJ,52.39318,4.88126,TYPE 2,9,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Narva-eiland,1014 ZJ
Overhoeksplein 1,199 Bercylaan 1031 KP,52.38468,4.903458,TYPE 2,9,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Bercylaan,1031 KP
Mondriaantoren,2 Amstelplein 1096 BC,52.34436,4.916629,TYPE 2,9,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Amstelplein,1096 BC
INIT (6e verdieping),623 Oostenburgermiddenstraat 1018 LH,52.37277,4.929316,TYPE 2,9,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Oostenburgermiddenstraat,1018 LH
50five Exploitatie/2410,623 Oostenburgermiddenstraat 1018 LH,52.37277,4.929316,TYPE 2,9,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Oostenburgermiddenstraat,1018 LH
Maja Stuwadoors Pier Azie 10,8 Pier Aziė 1013 BT,52.40579,4.866497,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Pier Aziė,1013 BT
Maja Stuwadoors Pier Azie 10,8 Pier Aziė 1013 BT,52.40579,4.866497,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Pier Aziė,1013 BT
Zekeringstraat 46,44K Zekeringstraat 1014 BT,52.39737,4.848916,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Zekeringstraat,1014 BT
Jan Tooropstraat 162,162 Jan Tooropstraat 1061 AE,52.37013,4.840466,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Jan Tooropstraat,1061 AE
Bullewijck,17 Hogehilweg 1101 CB,52.30778,4.94748,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Hogehilweg,1101 CB
EQUANS Fletcher/89880720,50 Schepenbergweg 1105 BN,52.29247,4.944465,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Schepenbergweg,1105 BN
Streetplug/89006315,8a Danzigerkade 1013 AP,52.39755,4.877608,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Danzigerkade,1013 AP
Charge point Eneco,5 Pijlsteeg 1012 HH,52.37267,4.894246,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Pijlsteeg,1012 HH
Charge point Eneco,Karspeldreef 1101 CJ,52.30576,4.94881,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,,1101 CJ
TNLP011182,15 Streefkerkstraat 1107 LM,52.29372,4.98555,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Streefkerkstraat,1107 LM
AMS-0404 LAADPLEIN,59B Populierenweg 1092 ER,52.35703,4.922673,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Populierenweg,1092 ER
Amsterdam DC60 HUB,Holterbergweg 1101,52.31101,4.937447,CCS2,8,fast charging points,,Holterbergweg ,1101
AMS-1425,230 Louise Wentstraat 1018 MS,52.36541,4.923316,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Louise Wentstraat,1018 MS
Charge point GreenFlux,1III Jan van Riebeekstraat 1057 ZW,52.37067,4.858024,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Jan van Riebeekstraat,1057 ZW
Daniel goedkoopstraat,7 Daniėl Goedkoopstraat 1096 BD,52.33543,4.920622,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Daniėl Goedkoopstraat,1096 BD
Shell Recharge Zwart Shell,39 Maroastraat 1060 LG,52.35485,4.768739,CHAdeMO,4,fast charging points,,Maroastraat,1060 LG
AMS-1315,57C Volkerakstraat 1078 XP,52.34481,4.8886,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Volkerakstraat,1078 XP
AMS-1647,2 Egelenburg 1081 GK,52.32829,4.863337,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Egelenburg,1081 GK
TNLP010210,47 tt. Melissaweg 1033 SP,52.40656,4.884596,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,tt. Melissaweg,1033 SP
Amsterdam DC60 HUB,Holterbergweg 1101,52.31101,4.937447,CCS2,8,fast charging points,,Holterbergweg ,1101
AMS-4695,506 Science Park 1098 XH,52.3557,4.958841,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Science Park,1098 XH
TNLP010211,1288 Bijlmerdreef 1103 JZ,52.32277,4.972916,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Bijlmerdreef,1103 JZ
AMS-4685,64 Radioweg 1098 NJ,52.34912,4.945293,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Radioweg,1098 NJ
AMS-1600,417 Eva Besnyöstraat 1087 LG,52.3505,5.007293,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Eva Besnyöstraat,1087 LG
AMS-0761,1259 Bijlmerdreef 1103 TV,52.32283,4.975436,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Bijlmerdreef,1103 TV
AMS-0649,1a Raamplein 1016 XK,52.36621,4.880872,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Raamplein,1016 XK
Naritaweg 70,106a Naritaweg 1043 CA,52.38815,4.823978,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Naritaweg,1043 CA
Van der Boechorststraat 38,Van der Boechorststraat 1081 BT,52.33161,4.861828,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,der Boechorststraat,1081 BT
La Guardiaweg 36,36 La Guardiaweg 1043 DJ,52.39124,4.839309,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,La Guardiaweg,1043 DJ
Parnassusweg 280,701 Parnassusweg 1077 DG,52.34039,4.868951,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Parnassusweg,1077 DG
SLEGO 2,1 Slego 1046 BM,52.39422,4.787296,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Slego,1046 BM
Gantelweg 5,7 Kwadrantweg 1042 AG,52.40051,4.829759,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Kwadrantweg,1042 AG
Naritaweg 3,7 Naritaweg 1043 BP,52.38752,4.835394,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Naritaweg,1043 BP
Kwadrantweg 7,7 Kwadrantweg 1042 AG,52.40051,4.829759,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Kwadrantweg,1042 AG
undefined,20E Paasheuvelweg 1105 BJ,52.29706,4.951633,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Paasheuvelweg,1105 BJ
undefined,123 Plesmanlaan 1066 CX,52.3497,4.824559,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Plesmanlaan,1066 CX
undefined,1 Slego 1046 BM,52.39422,4.787296,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Slego,1046 BM
undefined,20 Molenwerf 1055 NT,52.3859,4.848909,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Molenwerf,1055 NT
undefined,38 Van der Boechorststraat 1081 BT,52.3294,4.860436,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Van der Boechorststraat,1081 BT
undefined,3 Naritaweg 1043 BP,52.38752,4.835393,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Naritaweg,1043 BP
undefined,11 Haarlerbergweg 1101 CH,52.30252,4.952597,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Haarlerbergweg,1101 CH
undefined,162 Jan Tooropstraat 1061 AE,52.37013,4.840466,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Jan Tooropstraat,1061 AE
undefined,36 La Guardiaweg 1043 DJ,52.39124,4.839309,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,La Guardiaweg,1043 DJ
P21 AMS Markenhoven,200 Anne Frankstraat 1011 SZ,52.36989,4.908441,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Anne Frankstraat,1011 SZ
Bos en Lommerplantsoen 1,69 G Bos en Lommerplantsoen 1055 AA,52.37573,4.844215,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,G Bos en Lommerplantsoen,1055 AA
P21 AMS,186 Tasmanstraat 1013 AH,52.39153,4.884921,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Tasmanstraat,1013 AH
Greenflux/7981d3ef-89f0-41cf-88d1-d7f9d2d83130,111 Johan Huizingalaan 1066 VH,52.34156,4.827491,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Johan Huizingalaan,1066 VH
Parnassusweg 280,300 Parnassusweg 1081 LC,52.33754,4.868344,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Parnassusweg,1081 LC
Naritaweg 3,3 Naritaweg 1043 BP,52.38752,4.835393,TYPE 2,8,Regular Public & Semi-Public Charging Points (AC):,regular public and semi-public charging points,Naritaweg,1043 BP
