OBJECTNUMMER,LABEL,link no., year,street_name,24 hours,daylight,evening,nightlv,daymv,eveningmv,nightmv,dayzv,eveningzv,nightzv,day bus,evening bus,night bus,dagmr,eveningmr,nightmr,WKT_LNG_LAT,WKT_LAT_LNG,Longitude,Latitude
34225,Link 203577,203577,2019,Pomonastraat,5173,311,189,58,4,2,1,4,1,1,7,5,1,2,1,0,"LINESTRING(4.897414 52.4117592,4.8969202 52.4113605)","LINESTRING(52.4117592 4.897414,52.4113605 4.8969202)",4.8971671,52.41155985
34233,Link 203578,203578,2019,Pomonastraat,5173,311,189,58,4,2,1,4,1,1,7,5,1,2,1,0,"LINESTRING(4.89636 52.4109234,4.8969202 52.4113605)","LINESTRING(52.4109234 4.89636,52.4113605 4.8969202)",4.8966401,52.41114195
34241,Link 203598,203598,2019,Oostzanerdijk,474,29,18,6,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8966656 52.4162367,4.8974082 52.4162541,4.8976674 52.4162453,4.897915 52.4162014,4.8980366 52.4161992)","LINESTRING(52.4162367 4.8966656,52.4162541 4.8974082,52.4162453 4.8976674,52.4162014 4.897915,52.4161992 4.8980366)",4.8973511,52.41622665
34249,Link 203599,203599,2019,Appelweg,6659,403,245,75,5,2,1,5,1,1,7,5,1,2,1,0,"LINESTRING(4.8952492 52.4158342,4.895071 52.4159616)","LINESTRING(52.4158342 4.8952492,52.4159616 4.895071)",4.8951601,52.4158979
34257,Link 203600,203600,2019,Zuideinde,202,13,8,2,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8954112 52.4176552,4.8958409 52.4171483,4.8961161 52.4169023)","LINESTRING(52.4176552 4.8954112,52.4171483 4.8958409,52.4169023 4.8961161)",4.89576365,52.41727875
34265,Link 203601,203601,2019,Pandorinastraat,385,23,14,4,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.9017046 52.4181833,4.9016275 52.4182914,4.9015462 52.4184635,4.9013559 52.4190503,4.9013316 52.4191915,4.9013474 52.4192635)","LINESTRING(52.4181833 4.9017046,52.4182914 4.9016275,52.4184635 4.9015462,52.4190503 4.9013559,52.4191915 4.9013316,52.4192635 4.9013474)",4.9015181,52.4187234
34273,Link 203614,203614,2019,TWISKEBRUG,4068,251,153,46,3,1,1,2,1,0,0,0,0,1,1,0,"LINESTRING(4.8980091 52.4196766,4.8987815 52.4196593)","LINESTRING(52.4196766 4.8980091,52.4196593 4.8987815)",4.8983953,52.41966795
34281,Link 203615,203615,2019,Stentorstraat,3696,229,139,42,2,1,0,2,1,0,0,0,0,1,1,0,"LINESTRING(4.9015532 52.419612,4.901391 52.4196119)","LINESTRING(52.419612 4.9015532,52.4196119 4.901391)",4.9014721,52.41961195
34289,Link 203616,203616,2019,Stentorstraat,4068,251,153,46,3,1,1,2,1,0,0,0,0,1,1,0,"LINESTRING(4.9006362 52.4196307,4.8997146 52.4196432)","LINESTRING(52.4196307 4.9006362,52.4196432 4.8997146)",4.9001754,52.41963695
34297,Link 203619,203619,2019,Adriaan Loosjesstraat,4068,251,153,46,3,1,1,2,1,0,0,0,0,1,1,0,"LINESTRING(4.8963659 52.4194081,4.8976922 52.41967)","LINESTRING(52.4194081 4.8963659,52.41967 4.8976922)",4.89702905,52.41953905
34305,Link 203702,203702,2019,Rijnstraat,10221,612,392,135,9,3,2,7,3,1,0,0,0,3,2,1,"LINESTRING(4.9061144 52.343938,4.9057482 52.3449137,4.9057292 52.3450167)","LINESTRING(52.343938 4.9061144,52.3449137 4.9057482,52.3450167 4.9057292)",4.9059218,52.34447735
34313,Link 203709,203709,2019,Vrijheidslaan,10586,611,392,135,12,4,2,9,4,1,17,13,4,3,2,1,"LINESTRING(4.9066942 52.3464951,4.9099123 52.346946,4.9102554 52.346982)","LINESTRING(52.3464951 4.9066942,52.346946 4.9099123,52.346982 4.9102554)",4.9084748,52.34673855
34321,Link 203723,203723,2019,Amsteldijk,15675,908,582,200,34,11,7,24,10,3,0,0,0,5,3,1,"LINESTRING(4.9096775 52.3500765,4.9090668 52.3512528)","LINESTRING(52.3500765 4.9096775,52.3512528 4.9090668)",4.90937215,52.35066465
34329,Link 203748,203748,2019,Amsteldijk,16707,973,623,214,33,11,7,23,10,3,0,0,0,5,3,1,"LINESTRING(4.905522 52.3554186,4.9058432 52.3550123)","LINESTRING(52.3554186 4.905522,52.3550123 4.9058432)",4.9056826,52.35521545
34337,Link 203749,203749,2019,Amsteldijk,16806,978,627,216,33,11,7,23,10,3,0,0,0,5,3,1,"LINESTRING(4.908311 52.3524384,4.9079493 52.3528768,4.9076392 52.3532109)","LINESTRING(52.3524384 4.908311,52.3528768 4.9079493,52.3532109 4.9076392)",4.9079751,52.35282465
34345,Link 203757,203757,2019,Amsteldijk,19730,1156,741,255,34,11,7,24,10,3,0,0,0,6,4,1,"LINESTRING(4.9044563 52.3572932,4.9041388 52.3579556)","LINESTRING(52.3572932 4.9044563,52.3579556 4.9041388)",4.90429755,52.3576244
34353,Link 203762,203762,2019,Wibautstraat,30067,1738,1180,424,42,15,10,29,12,9,0,0,0,9,6,2,"LINESTRING(4.9095243 52.3586047,4.9085305 52.3600426)","LINESTRING(52.3586047 4.9095243,52.3600426 4.9085305)",4.9090274,52.35932365
34361,Link 203767,203767,2019,Sarphatistraat,2650,140,112,57,3,1,1,2,1,0,0,0,0,1,1,0,"LINESTRING(4.9065805 52.360872,4.9052475 52.3606065)","LINESTRING(52.360872 4.9065805,52.3606065 4.9052475)",4.905914,52.36073925
34369,Link 203791,203791,2019,Weesperstraat,29325,1529,1221,624,42,15,10,30,14,6,0,0,0,8,6,3,"LINESTRING(4.90669 52.3633429,4.9071677 52.3625736)","LINESTRING(52.3633429 4.90669,52.3625736 4.9071677)",4.90692885,52.36295825
34377,Link 203792,203792,2019,Weesperplein,31893,1666,1330,681,43,15,10,31,14,6,0,0,0,8,7,3,"LINESTRING(4.907582 52.3618489,4.9073498 52.3622612)","LINESTRING(52.3618489 4.907582,52.3622612 4.9073498)",4.9074659,52.36205505
34385,Link 203796,203796,2019,Weesperstraat,27073,1407,1124,575,41,15,10,30,14,6,0,0,0,7,6,3,"LINESTRING(4.9056744 52.3650226,4.9061469 52.3642799)","LINESTRING(52.3650226 4.9056744,52.3642799 4.9061469)",4.90591065,52.36465125
34393,Link 203797,203797,2019,Weesperstraat,27355,1423,1136,581,41,15,9,30,14,6,0,0,0,7,6,3,"LINESTRING(4.9065094 52.363659,4.9061469 52.3642799)","LINESTRING(52.363659 4.9065094,52.3642799 4.9061469)",4.90632815,52.36396945
34401,Link 203832,203832,2019,Nieuwe Foeliestraat,3893,205,164,84,4,1,1,3,1,1,0,0,1,1,1,0,"LINESTRING(4.9098857 52.3706024,4.9103416 52.3708902)","LINESTRING(52.3706024 4.9098857,52.3708902 4.9103416)",4.91011365,52.3707463
34409,Link 203840,203840,2019,Prins Hendrikkade,18752,922,736,377,30,11,7,22,10,5,56,41,13,5,4,2,"LINESTRING(4.9074076 52.3729264,4.9060936 52.3737091)","LINESTRING(52.3729264 4.9074076,52.3737091 4.9060936)",4.9067506,52.37331775
34417,Link 203844,203844,2019,Foeliestraat,6248,317,253,130,15,5,3,11,5,2,0,0,0,2,1,1,"LINESTRING(4.9089734 52.370505,4.9094994 52.3707919)","LINESTRING(52.370505 4.9089734,52.3707919 4.9094994)",4.9092364,52.37064845
34425,Link 203853,203853,2019,Prins Hendrikkade,18578,913,729,373,30,10,7,22,10,5,56,41,13,5,4,2,"LINESTRING(4.9048118 52.3744109,4.904008 52.3748899)","LINESTRING(52.3744109 4.9048118,52.3748899 4.904008)",4.9044099,52.3746504
34433,Link 203866,203866,2019,Ranonkelkade,428,12,8,2,0,0,0,0,0,0,13,10,3,0,0,0,"LINESTRING(4.9063796 52.3845835,4.9064956 52.3847489,4.9069779 52.3851673,4.9072586 52.3855493)","LINESTRING(52.3845835 4.9063796,52.3847489 4.9064956,52.3851673 4.9069779,52.3855493 4.9072586)",4.9068191,52.3850664
34441,Link 203867,203867,2019,Van der Pekstraat,1422,89,54,16,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.9088008 52.3876584,4.9085212 52.3872438)","LINESTRING(52.3876584 4.9088008,52.3872438 4.9085212)",4.908661,52.3874511
34449,Link 203868,203868,2019,Van der Pekstraat,1243,78,48,15,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.9082611 52.3868588,4.9081676 52.3867006,4.9080837 52.3866337)","LINESTRING(52.3868588 4.9082611,52.3867006 4.9081676,52.3866337 4.9080837)",4.9081724,52.38674625
34457,Link 203870,203870,2019,Meidoornweg,1822,105,64,19,2,1,0,1,1,0,7,5,1,1,1,0,"LINESTRING(4.9094314 52.3867672,4.9088263 52.3865541)","LINESTRING(52.3867672 4.9094314,52.3865541 4.9088263)",4.90912885,52.38666065
34465,Link 203873,203873,2019,Sausalitolaan,2169,135,82,25,1,1,0,1,0,0,0,0,0,1,1,0,"LINESTRING(4.9028481 52.3878317,4.9029703 52.3875712)","LINESTRING(52.3878317 4.9028481,52.3875712 4.9029703)",4.9029092,52.38770145
34473,Link 203879,203879,2019,Meidoornweg,1819,105,64,19,2,1,0,1,1,0,7,5,1,1,1,0,"LINESTRING(4.9095169 52.3867965,4.9100696 52.3869906)","LINESTRING(52.3867965 4.9095169,52.3869906 4.9100696)",4.90979325,52.38689355
34481,Link 203880,203880,2019,Meidoornweg,1822,105,64,19,2,1,0,1,1,0,7,5,1,1,1,0,"LINESTRING(4.9085182 52.3865338,4.9086653 52.386513,4.9088263 52.3865541)","LINESTRING(52.3865338 4.9085182,52.386513 4.9086653,52.3865541 4.9088263)",4.90867225,52.38653355
34489,Link 203910,203910,2019,Docklandsweg,948,52,32,10,0,0,0,0,0,0,7,5,1,0,0,0,"LINESTRING(4.9051793 52.3882664,4.9050467 52.3885377,4.9049923 52.3887187)","LINESTRING(52.3882664 4.9051793,52.3885377 4.9050467,52.3887187 4.9049923)",4.9050858,52.38849255
34497,Link 203914,203914,2019,Distelweg,1972,117,72,22,4,2,1,3,1,1,0,0,0,1,0,0,"LINESTRING(4.9046197 52.3930076,4.905365 52.3927073,4.9058887 52.3924266,4.9060184 52.3923348)","LINESTRING(52.3930076 4.9046197,52.3927073 4.905365,52.3924266 4.9058887,52.3923348 4.9060184)",4.90531905,52.3926712
34505,Link 203915,203915,2019,Asterweg,4068,243,148,45,3,1,1,3,1,0,7,5,1,1,1,0,"LINESTRING(4.9026895 52.3932649,4.9031588 52.3923304)","LINESTRING(52.3932649 4.9026895,52.3923304 4.9031588)",4.90292415,52.39279765
34513,Link 203916,203916,2019,Hulstweg,1536,94,57,17,1,1,0,1,1,0,0,0,0,0,0,0,"LINESTRING(4.9083754 52.3968126,4.907616 52.3960588)","LINESTRING(52.3968126 4.9083754,52.3960588 4.907616)",4.9079957,52.3964357
34521,Link 203918,203918,2019,Vuurwerkerweg,1795,103,63,19,1,1,0,1,1,0,7,5,2,0,0,0,"LINESTRING(4.9075718 52.3998924,4.9078458 52.3997845,4.9080237 52.3996687)","LINESTRING(52.3998924 4.9075718,52.3997845 4.9078458,52.3996687 4.9080237)",4.90779775,52.39978055
34529,Link 203920,203920,2019,Klimopweg,541,34,21,6,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.9098699 52.3984659,4.9098509 52.3983967,4.9095344 52.3980904,4.9094286 52.3980361)","LINESTRING(52.3984659 4.9098699,52.3983967 4.9098509,52.3980904 4.9095344,52.3980361 4.9094286)",4.90964925,52.398251
34537,Link 203921,203921,2019,Klimopweg,883,56,34,10,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.909414 52.3993224,4.909164 52.3998115)","LINESTRING(52.3993224 4.909414,52.3998115 4.909164)",4.909289,52.39956695
34545,Link 203923,203923,2019,Papaverweg,960,60,37,11,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.9052923 52.3969927,4.907616 52.3960588)","LINESTRING(52.3969927 4.9052923,52.3960588 4.907616)",4.90645415,52.39652575
34553,Link 203934,203934,2019,Buiksloterdijk,1442,90,55,17,1,0,0,1,0,0,0,0,0,1,0,0,"LINESTRING(4.9040007 52.4024719,4.9037866 52.4025685,4.9037118 52.4026407,4.9033423 52.4032776,4.9032693 52.403441)","LINESTRING(52.4024719 4.9040007,52.4025685 4.9037866,52.4026407 4.9037118,52.4032776 4.9033423,52.403441 4.9032693)",4.903635,52.40295645
34561,Link 203949,203949,2019,Stentorstraat,3874,238,145,44,3,1,1,3,1,0,0,0,0,1,1,0,"LINESTRING(4.9039704 52.4191528,4.9040728 52.4191926,4.9048759 52.4196618,4.9049732 52.4196889,4.9051547 52.4196975)","LINESTRING(52.4191528 4.9039704,52.4191926 4.9040728,52.4196618 4.9048759,52.4196889 4.9049732,52.4196975 4.9051547)",4.90456255,52.41942515
34569,Link 203950,203950,2019,Eudorinastraat,799,49,30,9,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.9036395 52.4178151,4.9037777 52.4180359,4.9038321 52.4181766,4.9038591 52.4187314)","LINESTRING(52.4178151 4.9036395,52.4180359 4.9037777,52.4181766 4.9038321,52.4187314 4.9038591)",4.9037493,52.41827325
34577,Link 203952,203952,2019,Stentorstraat,4130,255,155,47,3,1,1,2,1,0,0,0,0,1,1,0,"LINESTRING(4.9039015 52.4191138,4.9039704 52.4191528)","LINESTRING(52.4191138 4.9039015,52.4191528 4.9039704)",4.90393595,52.4191333
34585,Link 203954,203954,2019,Stentorstraat,4907,302,184,56,4,2,1,3,1,0,0,0,0,2,1,0,"LINESTRING(4.9059536 52.4197271,4.9069201 52.4197642,4.9071499 52.4197466)","LINESTRING(52.4197271 4.9059536,52.4197642 4.9069201,52.4197466 4.9071499)",4.90655175,52.41974565
34593,Link 203955,203955,2019,Stentorstraat,4327,266,162,49,3,1,1,3,1,0,0,0,0,1,1,0,"LINESTRING(4.9051547 52.4196975,4.9059536 52.4197271)","LINESTRING(52.4196975 4.9051547,52.4197271 4.9059536)",4.90555415,52.4197123
34601,Link 204031,204031,2019,Nieuwe Utrechtseweg,13010,750,510,183,19,7,5,13,5,4,0,0,0,8,5,2,"LINESTRING(4.912357 52.333413,4.9124231 52.3329951)","LINESTRING(52.333413 4.912357,52.3329951 4.9124231)",4.91239005,52.33320405
34609,Link 204036,204036,2019,Nieuwe Utrechtseweg,13010,750,510,183,19,7,5,13,5,4,0,0,0,8,5,2,"LINESTRING(4.912357 52.333413,4.9122611 52.3339008,4.9121008 52.3349826,4.9119801 52.33557,4.9119081 52.3357991,4.9117115 52.3362362,4.9113964 52.3367453)","LINESTRING(52.333413 4.912357,52.3339008 4.9122611,52.3349826 4.9121008,52.33557 4.9119801,52.3357991 4.9119081,52.3362362 4.9117115,52.3367453 4.9113964)",4.9118767,52.33507915
34617,Link 204043,204043,2019,Amsteldijk,13135,750,481,165,35,11,7,25,11,4,0,0,0,4,2,1,"LINESTRING(4.9129951 52.3437276,4.9130613 52.3435653,4.9130865 52.343244)","LINESTRING(52.3437276 4.9129951,52.3435653 4.9130613,52.343244 4.9130865)",4.9130408,52.3434858
34625,Link 204056,204056,2019,Amsteldijk,15655,905,580,200,35,11,7,24,11,4,0,0,0,4,3,1,"LINESTRING(4.911158 52.3479147,4.911334 52.3477587,4.9114828 52.3475705,4.9116922 52.3472029)","LINESTRING(52.3479147 4.911158,52.3477587 4.911334,52.3475705 4.9114828,52.3472029 4.9116922)",4.9114251,52.3475588
34633,Link 204060,204060,2019,President Steynstraat,5899,344,234,84,6,2,1,4,2,1,0,0,0,2,1,0,"LINESTRING(4.9163259 52.351474,4.9165797 52.3516792)","LINESTRING(52.351474 4.9163259,52.3516792 4.9165797)",4.9164528,52.3515766
34641,Link 204074,204074,2019,Vrolikstraat,36,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.9143536 52.355127,4.9142101 52.3551699,4.9136824 52.3552423,4.9132925 52.3553196,4.9131626 52.3553626)","LINESTRING(52.355127 4.9143536,52.3551699 4.9142101,52.3552423 4.9136824,52.3553196 4.9132925,52.3553626 4.9131626)",4.9137581,52.3552448
34649,Link 204080,204080,2019,Olmenweg,956,57,39,14,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.9143536 52.355127,4.9145746 52.354886,4.9145629 52.3548256)","LINESTRING(52.355127 4.9143536,52.354886 4.9145746,52.3548256 4.9145629)",4.9144641,52.3549763
34657,Link 204085,204085,2019,Wibautstraat,28033,1617,1098,394,40,14,10,28,11,9,0,0,1,8,6,2,"LINESTRING(4.9125051 52.3535335,4.9122306 52.3540967)","LINESTRING(52.3535335 4.9125051,52.3540967 4.9122306)",4.91236785,52.3538151
34665,Link 204101,204101,2019,Oosterpark,5030,298,202,73,3,1,1,2,1,1,0,0,0,2,1,0,"LINESTRING(4.9163418 52.359629,4.9159773 52.3601845)","LINESTRING(52.359629 4.9163418,52.3601845 4.9159773)",4.91615955,52.35990675
34673,Link 204109,204109,2019,Oosterpark,5030,298,202,73,3,1,1,2,1,1,0,0,0,2,1,0,"LINESTRING(4.9163418 52.359629,4.9164539 52.3594837,4.9164487 52.3594098,4.9164772 52.3593563)","LINESTRING(52.359629 4.9163418,52.3594837 4.9164539,52.3594098 4.9164487,52.3593563 4.9164772)",4.9164095,52.35949265
34681,Link 204114,204114,2019,Roetersstraat,3406,180,144,74,3,1,1,2,1,1,0,0,0,1,1,0,"LINESTRING(4.910786 52.3636496,4.9106623 52.3632744,4.9105997 52.3631753)","LINESTRING(52.3636496 4.910786,52.3632744 4.9106623,52.3631753 4.9105997)",4.91069285,52.36341245
34689,Link 204119,204119,2019,Korte `s-Gravesandestr,1870,99,79,41,2,1,0,1,1,0,0,0,0,1,1,0,"LINESTRING(4.9152132 52.3615005,4.9151348 52.361597,4.9146629 52.362463,4.9146996 52.362512)","LINESTRING(52.3615005 4.9152132,52.361597 4.9151348,52.362463 4.9146629,52.362512 4.9146996)",4.91493805,52.36200625
34697,Link 204125,204125,2019,Plantage Middenlaan,5318,281,225,115,5,2,1,3,2,1,0,0,1,1,1,1,"LINESTRING(4.9131837 52.3659267,4.9142083 52.365576)","LINESTRING(52.3659267 4.9131837,52.365576 4.9142083)",4.913696,52.36575135
34705,Link 204132,204132,2019,Wittenburgergracht,9105,465,372,190,13,5,3,9,4,2,11,8,2,2,2,1,"LINESTRING(4.917327 52.3702837,4.9178853 52.370091)","LINESTRING(52.3702837 4.917327,52.370091 4.9178853)",4.91760615,52.37018735
34713,Link 204136,204136,2019,Prins Hendrikkade,3648,192,153,78,3,1,1,3,1,1,0,0,1,1,1,0,"LINESTRING(4.9110377 52.3714126,4.9111526 52.3715215)","LINESTRING(52.3714126 4.9110377,52.3715215 4.9111526)",4.91109515,52.37146705
34721,Link 204139,204139,2019,Prins Hendrikkade,15113,774,619,316,20,7,5,15,7,3,17,13,4,4,3,2,"LINESTRING(4.91239 52.3711175,4.9112558 52.371477,4.9111526 52.3715215)","LINESTRING(52.3711175 4.91239,52.371477 4.9112558,52.3715215 4.9111526)",4.9117713,52.3713195
34729,Link 204150,204150,2019,Piet Heinkade,15737,930,632,227,8,3,2,6,3,2,0,0,0,5,3,1,"LINESTRING(4.916329 52.3770435,4.9165274 52.3769994,4.9181235 52.3767776,4.9184307 52.376764)","LINESTRING(52.3770435 4.916329,52.3769994 4.9165274,52.3767776 4.9181235,52.376764 4.9184307)",4.91737985,52.37690375
34737,Link 204158,204158,2019,Meeuwenlaan,1791,104,63,19,1,1,0,1,1,0,7,5,1,1,0,0,"LINESTRING(4.9129053 52.3830684,4.9131945 52.3830488,4.9136629 52.3830793,4.9141275 52.3831413,4.914499 52.3832167,4.9148636 52.3833161,4.9152169 52.3834386,4.9157107 52.3836518,4.9159817 52.3837938)","LINESTRING(52.3830684 4.9129053,52.3830488 4.9131945,52.3830793 4.9136629,52.3831413 4.9141275,52.3832167 4.914499,52.3833161 4.9148636,52.3834386 4.9152169,52.3836518 4.9157107,52.3837938 4.9159817)",4.9144435,52.3834213
