OBJECTNUMMER,LABEL,link no., year,street_name,24 hours,daylight,evening,nightlv,daymv,eveningmv,nightmv,dayzv,eveningzv,nightzv,day bus,evening bus,night bus,dagmr,eveningmr,nightmr,WKT_LNG_LAT,WKT_LAT_LNG,Longitude,Latitude
20586,Link 230084,230084,2019,Burgemeester Eliasstraat,656,40,24,10,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8252738 52.3773174,4.8255296 52.3776413)","LINESTRING(52.3773174 4.8252738,52.3776413 4.8255296)",4.8254017,52.37747935
20594,Link 230091,230091,2019,Johannes Vermeerstraat,2616,158,102,35,1,0,0,1,0,0,0,0,0,1,1,0,"LINESTRING(4.8841315 52.3549285,4.883833 52.3553643,4.8837726 52.3554165)","LINESTRING(52.3549285 4.8841315,52.3553643 4.883833,52.3554165 4.8837726)",4.88395205,52.3551725
20602,Link 230237,230237,2019,Hoofddorpplein,6145,345,221,76,11,4,2,10,4,1,12,9,3,2,1,0,"LINESTRING(4.8504468 52.3510394,4.8499772 52.3510283,4.8494766 52.3510446)","LINESTRING(52.3510394 4.8504468,52.3510283 4.8499772,52.3510446 4.8494766)",4.8499617,52.35103645
20610,Link 230240,230240,2019,Maxwellstraat,5667,330,224,80,2,1,1,1,1,1,8,6,2,2,1,0,"LINESTRING(4.9320992 52.3458251,4.9321062 52.3457912,4.9322682 52.3457379,4.9332728 52.3450946)","LINESTRING(52.3458251 4.9320992,52.3457912 4.9321062,52.3457379 4.9322682,52.3450946 4.9332728)",4.932686,52.34545985
20618,Link 230243,230243,2019,Overschiestraat,6161,330,202,80,27,8,7,22,5,7,0,0,0,2,1,0,"LINESTRING(4.8395413 52.3439251,4.8395337 52.344305)","LINESTRING(52.3439251 4.8395413,52.344305 4.8395337)",4.8395375,52.34411505
20626,Link 230244,230244,2019,Overschiestraat,7000,379,231,91,29,9,7,24,5,7,0,0,0,2,1,1,"LINESTRING(4.8395069 52.3451439,4.8395342 52.3450283,4.8395337 52.344305)","LINESTRING(52.3451439 4.8395069,52.3450283 4.8395342,52.344305 4.8395337)",4.83952055,52.34472445
20634,Link 230267,230267,2019,Sarphatistraat,2149,113,90,46,3,1,1,2,1,0,0,0,0,1,1,0,"LINESTRING(4.9065805 52.360872,4.9075063 52.3610617)","LINESTRING(52.360872 4.9065805,52.3610617 4.9075063)",4.9070434,52.36096685
20642,Link 230268,230268,2019,Sarphatistraat,2149,113,90,46,3,1,1,2,1,0,0,0,0,1,1,0,"LINESTRING(4.9079615 52.361177,4.9078392 52.3611284,4.9075063 52.3610617)","LINESTRING(52.361177 4.9079615,52.3611284 4.9078392,52.3610617 4.9075063)",4.9077339,52.36111935
20650,Link 230275,230275,2019,De Boelelaan,12057,702,450,155,10,3,2,8,3,1,20,15,4,4,2,1,"LINESTRING(4.868687 52.3350236,4.8686871 52.3348851)","LINESTRING(52.3350236 4.868687,52.3348851 4.8686871)",4.86868705,52.33495435
20658,Link 230276,230276,2019,Buitenveldertselaan,12057,702,450,155,10,3,2,8,3,1,20,15,4,4,2,1,"LINESTRING(4.8686918 52.3329446,4.8686871 52.3348851)","LINESTRING(52.3329446 4.8686918,52.3348851 4.8686871)",4.86868945,52.33391485
20666,Link 230279,230279,2019,Arent Janszoon Ernststr,4094,236,151,52,3,1,1,2,1,0,10,7,3,1,1,0,"LINESTRING(4.8705905 52.3320747,4.8689615 52.3320768)","LINESTRING(52.3320747 4.8705905,52.3320768 4.8689615)",4.869776,52.33207575
20674,Link 230280,230280,2019,Buitenveldertselaan,4094,236,151,52,3,1,1,2,1,0,10,7,3,1,1,0,"LINESTRING(4.8687067 52.3320757,4.8689615 52.3320768)","LINESTRING(52.3320757 4.8687067,52.3320768 4.8689615)",4.8688341,52.33207625
20682,Link 230282,230282,2019,De Boelelaan,6842,405,259,89,6,2,1,5,2,1,4,3,1,2,2,1,"LINESTRING(4.8696882 52.3350361,4.8689582 52.3350352)","LINESTRING(52.3350361 4.8696882,52.3350352 4.8689582)",4.8693232,52.33503565
20690,Link 230283,230283,2019,De Boelelaan,6842,405,259,89,6,2,1,5,2,1,4,3,1,2,2,1,"LINESTRING(4.868687 52.3350236,4.8689582 52.3350352)","LINESTRING(52.3350236 4.868687,52.3350352 4.8689582)",4.8688226,52.3350294
20698,Link 230767,230767,2019,Wageningendreef,8632,545,281,77,8,2,1,7,1,1,9,7,3,3,2,1,"LINESTRING(4.9890331 52.3015492,4.9892215 52.301549)","LINESTRING(52.3015492 4.9890331,52.301549 4.9892215)",4.9891273,52.3015491
20706,Link 230772,230772,2019,Antony Moddermanstraat,13671,803,490,194,4,1,1,5,1,1,23,17,5,4,3,1,"LINESTRING(4.8173852 52.3833931,4.8182671 52.3834167)","LINESTRING(52.3833931 4.8173852,52.3834167 4.8182671)",4.81782615,52.3834049
20714,Link 230777,230777,2019,Burg de Vlugtlaan,13191,752,458,182,10,3,2,12,3,4,33,24,8,4,3,1,"LINESTRING(4.8206932 52.3815162,4.8199154 52.3816419,4.819715 52.3816884,4.8194351 52.3817902,4.8192255 52.3819116,4.818987 52.3821411,4.8188639 52.3823618,4.8188254 52.3825251,4.8188097 52.38298,4.8187826 52.383074)","LINESTRING(52.3815162 4.8206932,52.3816419 4.8199154,52.3816884 4.819715,52.3817902 4.8194351,52.3819116 4.8192255,52.3821411 4.818987,52.3823618 4.8188639,52.3825251 4.8188254,52.38298 4.8188097,52.383074 4.8187826)",4.8197379,52.3822951
20722,Link 230779,230779,2019,Burg de Vlugtlaan,11230,649,396,157,6,2,1,7,2,2,25,18,6,3,2,1,"LINESTRING(4.8192302 52.3834252,4.8191505 52.3832858,4.8189777 52.3831246,4.8189345 52.3831022,4.8187826 52.383074)","LINESTRING(52.3834252 4.8192302,52.3832858 4.8191505,52.3831246 4.8189777,52.3831022 4.8189345,52.383074 4.8187826)",4.8190064,52.3832496
20730,Link 230782,230782,2019,Burg de Vlugtlaan,10983,649,396,157,7,2,2,8,2,2,8,6,3,3,2,1,"LINESTRING(4.8182671 52.3834167,4.8183604 52.3833657,4.8186262 52.3831139,4.8187826 52.383074)","LINESTRING(52.3834167 4.8182671,52.3833657 4.8183604,52.3831139 4.8186262,52.383074 4.8187826)",4.81852485,52.38324535
20738,Link 230783,230783,2019,Burg de Vlugtlaan,13150,774,472,187,7,2,2,8,2,3,15,11,4,4,2,1,"LINESTRING(4.8182671 52.3834167,4.8183639 52.383452,4.818515 52.3836125,4.8186111 52.3836868,4.8188183 52.3837763)","LINESTRING(52.3834167 4.8182671,52.383452 4.8183639,52.3836125 4.818515,52.3836868 4.8186111,52.3837763 4.8188183)",4.8185427,52.3835965
20746,Link 230784,230784,2019,Burg de Vlugtlaan,11444,662,404,160,6,2,1,7,2,2,25,18,6,3,2,1,"LINESTRING(4.8192302 52.3834252,4.8190492 52.3836491,4.8189031 52.3837464,4.8188183 52.3837763)","LINESTRING(52.3834252 4.8192302,52.3836491 4.8190492,52.3837464 4.8189031,52.3837763 4.8188183)",4.81902425,52.38360075
20754,Link 230787,230787,2019,Mauritskade,6216,366,249,89,4,2,1,3,1,1,0,0,0,2,1,1,"LINESTRING(4.9063658 52.3592513,4.9069327 52.3594744,4.9078775 52.3599633,4.9082137 52.3601051,4.9085901 52.3602041,4.909093 52.3602884,4.9102448 52.3602961,4.9105143 52.3603253,4.9106328 52.3603491,4.9107378 52.3603973,4.9112583 52.3606721)","LINESTRING(52.3592513 4.9063658,52.3594744 4.9069327,52.3599633 4.9078775,52.3601051 4.9082137,52.3602041 4.9085901,52.3602884 4.909093,52.3602961 4.9102448,52.3603253 4.9105143,52.3603491 4.9106328,52.3603973 4.9107378,52.3606721 4.9112583)",4.90881205,52.3599617
20762,Link 230789,230789,2019,Mauritskade,11541,684,465,167,5,2,1,4,2,1,0,0,0,3,2,1,"LINESTRING(4.9126273 52.3610786,4.9134352 52.3611504)","LINESTRING(52.3610786 4.9126273,52.3611504 4.9134352)",4.91303125,52.3611145
20770,Link 230790,230790,2019,Mauritskade,11896,705,479,172,6,2,1,4,2,1,0,0,0,4,2,1,"LINESTRING(4.9152132 52.3615005,4.9142322 52.3612727)","LINESTRING(52.3615005 4.9152132,52.3612727 4.9142322)",4.9147227,52.3613866
20778,Link 230792,230792,2019,Mauritskade,11896,705,479,172,6,2,1,4,2,1,0,0,0,4,2,1,"LINESTRING(4.9134352 52.3611504,4.9139995 52.3612257)","LINESTRING(52.3611504 4.9134352,52.3612257 4.9139995)",4.91371735,52.36118805
20786,Link 230793,230793,2019,Mauritskade,11896,705,479,172,6,2,1,4,2,1,0,0,0,4,2,1,"LINESTRING(4.9142322 52.3612727,4.9139995 52.3612257)","LINESTRING(52.3612727 4.9142322,52.3612257 4.9139995)",4.91411585,52.3612492
20794,Link 230797,230797,2019,Mauritskade,9884,579,393,141,9,3,2,6,3,2,0,0,0,3,2,1,"LINESTRING(4.9067623 52.3592984,4.9063658 52.3592513)","LINESTRING(52.3592984 4.9067623,52.3592513 4.9063658)",4.90656405,52.35927485
20802,Link 230798,230798,2019,Stadhouderskade,26149,1561,1000,344,26,8,5,19,8,3,0,0,0,8,5,2,"LINESTRING(4.90381 52.3587095,4.9051518 52.3589846)","LINESTRING(52.3587095 4.90381,52.3589846 4.9051518)",4.9044809,52.35884705
20810,Link 230799,230799,2019,TORONTOBRG 0350,26548,1553,1055,379,25,9,6,17,7,5,0,0,0,8,5,2,"LINESTRING(4.9063658 52.3592513,4.9062045 52.3591931,4.9054884 52.3590248,4.9051518 52.3589846)","LINESTRING(52.3592513 4.9063658,52.3591931 4.9062045,52.3590248 4.9054884,52.3589846 4.9051518)",4.9057588,52.35911795
20818,Link 230802,230802,2019,Mauritskade,10447,608,413,148,12,4,3,8,3,3,0,0,0,3,2,1,"LINESTRING(4.9083811 52.3602847,4.908293 52.3602753,4.9081174 52.3602207,4.9078543 52.3601208,4.9075622 52.3599758,4.9065856 52.3594213,4.9063658 52.3592513)","LINESTRING(52.3602847 4.9083811,52.3602753 4.908293,52.3602207 4.9081174,52.3601208 4.9078543,52.3599758 4.9075622,52.3594213 4.9065856,52.3592513 4.9063658)",4.90737345,52.359768
20826,Link 230803,230803,2019,Mauritskade,3607,215,146,52,1,0,0,1,0,0,0,0,0,1,1,0,"LINESTRING(4.9111819 52.3605746,4.9112583 52.3606721)","LINESTRING(52.3605746 4.9111819,52.3606721 4.9112583)",4.9112201,52.36062335
20834,Link 230804,230804,2019,Mauritskade,1717,103,70,25,0,0,0,0,0,0,0,0,0,1,0,0,"LINESTRING(4.9110786 52.3606281,4.9112583 52.3606721)","LINESTRING(52.3606281 4.9110786,52.3606721 4.9112583)",4.91116845,52.3606501
20842,Link 253261,253261,2019,Meerkerkdreef,10826,690,356,97,7,2,1,7,1,1,9,7,3,4,2,1,"LINESTRING(4.9728427 52.2985391,4.9727919 52.2986513)","LINESTRING(52.2985391 4.9728427,52.2986513 4.9727919)",4.9728173,52.2985952
20850,Link 253277,253277,2019,Tafelbergweg,8830,564,291,79,10,3,2,9,2,1,0,0,0,3,2,0,"LINESTRING(4.9590814 52.2883881,4.9590083 52.2883145,4.9588447 52.2882513,4.9586569 52.288202,4.9583793 52.288158,4.9580127 52.2881376,4.956023 52.2880989)","LINESTRING(52.2883881 4.9590814,52.2883145 4.9590083,52.2882513 4.9588447,52.288202 4.9586569,52.288158 4.9583793,52.2881376 4.9580127,52.2880989 4.956023)",4.9575522,52.2882435
20858,Link 253293,253293,2019,Schoonhovendreef,8993,580,300,82,7,2,1,6,1,1,0,0,0,3,2,0,"LINESTRING(4.9676026 52.2912762,4.9672764 52.2911728,4.9668772 52.2909877,4.9666737 52.2909108,4.966215 52.2907564,4.9657717 52.2906453)","LINESTRING(52.2912762 4.9676026,52.2911728 4.9672764,52.2909877 4.9668772,52.2909108 4.9666737,52.2907564 4.966215,52.2906453 4.9657717)",4.96668715,52.29096075
20866,Link 253299,253299,2019,Abcouderstraatweg,6085,390,202,55,4,1,1,3,1,1,3,3,1,2,1,0,"LINESTRING(4.964301 52.2835877,4.964548 52.2832518,4.9660336 52.2813803)","LINESTRING(52.2835877 4.964301,52.2832518 4.964548,52.2813803 4.9660336)",4.9651673,52.282484
20874,Link 253300,253300,2019,Abcouderstraatweg,6085,390,202,55,4,1,1,3,1,1,3,3,1,2,1,0,"LINESTRING(4.9662501 52.2810514,4.9662338 52.2811266,4.9660336 52.2813803)","LINESTRING(52.2810514 4.9662501,52.2811266 4.9662338,52.2813803 4.9660336)",4.96614185,52.28121585
20882,Link 253344,253344,2019,Loosdrechtdreef,13340,794,410,112,45,13,8,41,8,6,3,3,1,4,2,1,"LINESTRING(4.995479 52.3153967,4.9952001 52.3154227,4.9945696 52.3154116,4.9942033 52.3153655,4.9935594 52.3152106,4.9930338 52.3149482,4.9925672 52.314641,4.9919398 52.3141238)","LINESTRING(52.3153967 4.995479,52.3154227 4.9952001,52.3154116 4.9945696,52.3153655 4.9942033,52.3152106 4.9935594,52.3149482 4.9930338,52.314641 4.9925672,52.3141238 4.9919398)",4.9937094,52.31477325
20890,Link 253355,253355,2019,PROVINCIALEWEG,2499,159,82,22,3,1,1,3,1,0,0,0,0,1,1,0,"LINESTRING(4.9774716 52.3307533,4.9786786 52.330664,4.9793762 52.3305844)","LINESTRING(52.3307533 4.9774716,52.330664 4.9786786,52.3305844 4.9793762)",4.9784239,52.33066885
20898,Link 253374,253374,2019,Europaboulevard,50361,3011,1930,664,41,13,8,32,14,5,7,5,3,15,10,3,"LINESTRING(4.8920753 52.3389506,4.8919467 52.33781)","LINESTRING(52.3389506 4.8920753,52.33781 4.8919467)",4.892011,52.3383803
20906,Link 253375,253375,2019,Europaboulevard,50361,3011,1930,664,41,13,8,32,14,5,7,5,3,15,10,3,"LINESTRING(4.89182 52.3374902,4.8919133 52.3376431,4.8919467 52.33781)","LINESTRING(52.3374902 4.89182,52.3376431 4.8919133,52.33781 4.8919467)",4.89188335,52.3376501
20914,Link 253389,253389,2019,Europaboulevard,38604,2315,1484,510,26,8,5,21,9,3,7,5,3,12,8,3,"LINESTRING(4.8899886 52.333898,4.8899883 52.3344938)","LINESTRING(52.333898 4.8899886,52.3344938 4.8899883)",4.88998845,52.3341959
20922,Link 253390,253390,2019,Europaboulevard,38604,2315,1484,510,26,8,5,21,9,3,7,5,3,12,8,3,"LINESTRING(4.889875 52.3347003,4.8898814 52.3346562,4.8899566 52.3345984,4.8899883 52.3344938)","LINESTRING(52.3347003 4.889875,52.3346562 4.8898814,52.3345984 4.8899566,52.3344938 4.8899883)",4.88993165,52.33459705
20930,Link 253395,253395,2019,IJsbaanpad,486,29,19,6,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.852057 52.3409967,4.8523251 52.3410423)","LINESTRING(52.3409967 4.852057,52.3410423 4.8523251)",4.85219105,52.3410195
20938,Link 253396,253396,2019,IJsbaanpad,486,29,19,6,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.8535005 52.3411852,4.8524478 52.3410479,4.8523251 52.3410423)","LINESTRING(52.3411852 4.8535005,52.3410479 4.8524478,52.3410423 4.8523251)",4.8529128,52.34111375
20946,Link 253408,253408,2019,IJsbaanpad,486,29,19,6,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.8535005 52.3411852,4.8536811 52.3412113)","LINESTRING(52.3411852 4.8535005,52.3412113 4.8536811)",4.8535908,52.34119825
20954,Link 253411,253411,2019,IJsbaanpad,3004,171,109,38,8,3,2,7,3,1,0,0,0,1,1,0,"LINESTRING(4.8577048 52.3410957,4.857551 52.3411225,4.8554068 52.3413101,4.8547755 52.3413342,4.8542328 52.3413138,4.8538 52.3412374)","LINESTRING(52.3410957 4.8577048,52.3411225 4.857551,52.3413101 4.8554068,52.3413342 4.8547755,52.3413138 4.8542328,52.3412374 4.8538)",4.8557524,52.34121495
20962,Link 253412,253412,2019,IJsbaanpad,3004,171,109,38,8,3,2,7,3,1,0,0,0,1,1,0,"LINESTRING(4.8536811 52.3412113,4.8538 52.3412374)","LINESTRING(52.3412113 4.8536811,52.3412374 4.8538)",4.85374055,52.34122435
20970,Link 253421,253421,2019,Burgemeester Eliasstraat,649,39,24,10,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8259773 52.3785422,4.8261198 52.3788836)","LINESTRING(52.3785422 4.8259773,52.3788836 4.8261198)",4.82604855,52.3787129
20978,Link 253422,253422,2019,Burgemeester Eliasstraat,649,39,24,10,0,0,0,0,0,0,0,0,0,0,0,0,"LINESTRING(4.8262684 52.3792477,4.8261198 52.3788836)","LINESTRING(52.3792477 4.8262684,52.3788836 4.8261198)",4.8261941,52.37906565
20986,Link 253445,253445,2019,Oude Haagseweg,5544,326,199,79,5,2,1,5,1,2,2,2,1,2,1,0,"LINESTRING(4.827927 52.3391715,4.827874 52.3381453,4.8277762 52.3377583,4.827559 52.3375236,4.8273845 52.3374059,4.8271513 52.337279,4.8269175 52.337197)","LINESTRING(52.3391715 4.827927,52.3381453 4.827874,52.3377583 4.8277762,52.3375236 4.827559,52.3374059 4.8273845,52.337279 4.8271513,52.337197 4.8269175)",4.82742225,52.33818425
20994,Link 253446,253446,2019,Oude Haagseweg,5544,326,199,79,5,2,1,5,1,2,2,2,1,2,1,0,"LINESTRING(4.821528 52.337091,4.8253788 52.3370459,4.8261418 52.3370495,4.8267129 52.3371331,4.8269175 52.337197)","LINESTRING(52.337091 4.821528,52.3370459 4.8253788,52.3370495 4.8261418,52.3371331 4.8267129,52.337197 4.8269175)",4.82422275,52.33712145
21002,Link 253456,253456,2019,Osdorperweg,7628,462,281,111,2,1,1,3,1,1,0,0,0,2,2,1,"LINESTRING(4.7799524 52.3693476,4.7803822 52.3690793)","LINESTRING(52.3693476 4.7799524,52.3690793 4.7803822)",4.7801673,52.36921345
21010,Link 253457,253457,2019,Osdorperweg,7628,462,281,111,2,1,1,3,1,1,0,0,0,2,2,1,"LINESTRING(4.7825087 52.3678645,4.7824881 52.3678989,4.7817129 52.3683514,4.7814179 52.3685167,4.7808784 52.3687763,4.7803822 52.3690793)","LINESTRING(52.3678645 4.7825087,52.3678989 4.7824881,52.3683514 4.7817129,52.3685167 4.7814179,52.3687763 4.7808784,52.3690793 4.7803822)",4.78144545,52.3684719
21018,Link 253479,253479,2019,Meerkerkdreef,6216,389,201,55,6,2,1,6,1,1,9,7,3,2,1,0,"LINESTRING(4.968169 52.2986128,4.9686573 52.2981202,4.9688927 52.2980311,4.9689954 52.2980225,4.9691273 52.298023,4.969508 52.2980693,4.971762 52.2984637)","LINESTRING(52.2986128 4.968169,52.2981202 4.9686573,52.2980311 4.9688927,52.2980225 4.9689954,52.298023 4.9691273,52.2980693 4.969508,52.2984637 4.971762)",4.9699655,52.29831765
21026,Link 253491,253491,2019,Werktuigstraat,3325,192,117,35,3,1,1,2,1,0,12,9,3,1,1,0,"LINESTRING(4.8940538 52.4090829,4.893679 52.409144)","LINESTRING(52.4090829 4.8940538,52.409144 4.893679)",4.8938664,52.40911345
21034,Link 253492,253492,2019,Werktuigstraat,3325,192,117,35,3,1,1,2,1,0,12,9,3,1,1,0,"LINESTRING(4.8930476 52.40914,4.8934098 52.4091698,4.893679 52.409144)","LINESTRING(52.40914 4.8930476,52.4091698 4.8934098,52.409144 4.893679)",4.8933633,52.4091549
21042,Link 253500,253500,2019,Kadoelenweg,1562,96,58,18,1,1,0,1,0,0,0,0,0,1,0,0,"LINESTRING(4.9073322 52.4148258,4.9078317 52.4143006)","LINESTRING(52.4148258 4.9073322,52.4143006 4.9078317)",4.90758195,52.4145632
21050,Link 253501,253501,2019,Kadoelenweg,968,59,36,11,1,0,0,1,0,0,0,0,0,0,0,0,"LINESTRING(4.9079477 52.4113354,4.9082331 52.4116644,4.9082779 52.41181,4.9082077 52.4119389,4.9079801 52.4121419,4.9078739 52.4123482,4.907865 52.4125869,4.9079327 52.4128495,4.9081087 52.4139375,4.9080564 52.414065,4.9078317 52.4143006)","LINESTRING(52.4113354 4.9079477,52.4116644 4.9082331,52.41181 4.9082779,52.4119389 4.9082077,52.4121419 4.9079801,52.4123482 4.9078739,52.4125869 4.907865,52.4128495 4.9079327,52.4139375 4.9081087,52.414065 4.9080564,52.4143006 4.9078317)",4.9080548,52.412818
21058,Link 253503,253503,2019,Van der Boechorststraat,3790,230,147,51,1,1,0,1,1,0,0,0,0,1,1,0,"LINESTRING(4.8617457 52.335045,4.8617968 52.3342953)","LINESTRING(52.335045 4.8617457,52.3342953 4.8617968)",4.86177125,52.33467015
21066,Link 253504,253504,2019,Van der Boechorststraat,2397,146,94,32,0,0,0,0,0,0,0,0,0,1,1,0,"LINESTRING(4.8618269 52.3320729,4.8618036 52.3326525,4.8617968 52.3342953)","LINESTRING(52.3320729 4.8618269,52.3326525 4.8618036,52.3342953 4.8617968)",4.86181185,52.3331841
21074,Link 253511,253511,2019,Haarlemmerweg,17906,903,738,350,38,11,9,29,17,6,17,12,3,4,4,2,"LINESTRING(4.8669346 52.3853015,4.8661021 52.3852937,4.8653974 52.3852698,4.8653002 52.3852542)","LINESTRING(52.3853015 4.8669346,52.3852937 4.8661021,52.3852698 4.8653974,52.3852542 4.8653002)",4.8661174,52.38527785
21082,Link 253512,253512,2019,Van Hallstraat,3648,167,136,65,11,3,3,9,5,2,17,12,5,1,1,0,"LINESTRING(4.8706683 52.3825449,4.8705117 52.3829363,4.8704907 52.3830381)","LINESTRING(52.3825449 4.8706683,52.3829363 4.8705117,52.3830381 4.8704907)",4.8705795,52.3827915
21090,Link 253530,253530,2019,Pieter Calandlaan,8098,481,294,116,7,2,2,8,2,2,0,0,0,2,2,1,"LINESTRING(4.7868068 52.34886,4.7869217 52.3489727,4.7869931 52.3491168,4.7871058 52.3494679,4.7871685 52.3494374)","LINESTRING(52.34886 4.7868068,52.3489727 4.7869217,52.3491168 4.7869931,52.3494679 4.7871058,52.3494374 4.7871685)",4.78698765,52.34916395
21098,Link 253531,253531,2019,Ecuplein,8130,483,295,117,7,2,2,8,2,2,0,0,1,2,2,1,"LINESTRING(4.7879125 52.3496403,4.7873172 52.34951,4.7871685 52.3494374)","LINESTRING(52.3496403 4.7879125,52.34951 4.7873172,52.3494374 4.7871685)",4.7875405,52.34953885
21106,Link 253546,253546,2019,Meer en Vaart,9813,561,342,136,10,3,2,11,2,3,17,13,6,3,2,1,"LINESTRING(4.8091479 52.3566606,4.809345 52.3562579)","LINESTRING(52.3566606 4.8091479,52.3562579 4.809345)",4.80924645,52.35645925
21114,Link 253547,253547,2019,Meer en Vaart,9813,561,342,136,10,3,2,11,2,3,17,13,6,3,2,1,"LINESTRING(4.8095351 52.3558564,4.809345 52.3562579)","LINESTRING(52.3558564 4.8095351,52.3562579 4.809345)",4.80944005,52.35605715
21122,Link 253550,253550,2019,Cornelis Lelylaan,11945,715,436,173,8,2,2,9,2,3,0,0,0,4,2,1,"LINESTRING(4.8330913 52.3580115,4.8332928 52.3580784)","LINESTRING(52.3580115 4.8330913,52.3580784 4.8332928)",4.83319205,52.35804495
21130,Link 253551,253551,2019,Cornelis Lelylaan,11945,715,436,173,8,2,2,9,2,3,0,0,0,4,2,1,"LINESTRING(4.8346427 52.358104,4.8342135 52.358119,4.8334568 52.3581165,4.8332928 52.3580784)","LINESTRING(52.358104 4.8346427,52.358119 4.8342135,52.3581165 4.8334568,52.3580784 4.8332928)",4.83396775,52.3580987
21138,Link 253557,253557,2019,Cornelis Lelylaan,9072,543,331,131,6,2,1,6,1,2,0,0,0,3,2,1,"LINESTRING(4.8187651 52.3577962,4.8177527 52.3577516,4.8170872 52.3577411,4.8157826 52.357591,4.8150264 52.3574635)","LINESTRING(52.3577962 4.8187651,52.3577516 4.8177527,52.3577411 4.8170872,52.357591 4.8157826,52.3574635 4.8150264)",4.81689575,52.35762985
21146,Link 253558,253558,2019,Cornelis Lelylaan,9072,543,331,131,6,2,1,6,1,2,0,0,0,3,2,1,"LINESTRING(4.8094292 52.3563942,4.810944 52.3567353,4.8113426 52.3567687,4.811552 52.3567684,4.8116637 52.356827,4.8122536 52.3569178,4.8150264 52.3574635)","LINESTRING(52.3563942 4.8094292,52.3567353 4.810944,52.3567687 4.8113426,52.3567684 4.811552,52.356827 4.8116637,52.3569178 4.8122536,52.3574635 4.8150264)",4.8122278,52.35692885
21154,Link 253559,253559,2019,Cornelis Lelylaan,7912,464,283,112,10,3,2,11,2,3,0,0,0,2,2,1,"LINESTRING(4.8183852 52.3576066,4.817095 52.3575577,4.8165877 52.357516,4.8156464 52.3574081,4.815101 52.3572951)","LINESTRING(52.3576066 4.8183852,52.3575577 4.817095,52.357516 4.8165877,52.3574081 4.8156464,52.3572951 4.815101)",4.8167431,52.35745085
21162,Link 253560,253560,2019,Cornelis Lelylaan,7912,464,283,112,10,3,2,11,2,3,0,0,0,2,2,1,"LINESTRING(4.8095928 52.3561119,4.810224 52.3562381,4.8125629 52.3567825,4.8144738 52.3572027,4.815101 52.3572951)","LINESTRING(52.3561119 4.8095928,52.3562381 4.810224,52.3567825 4.8125629,52.3572027 4.8144738,52.3572951 4.815101)",4.8123469,52.3567035
21170,Link 253569,253569,2019,Robert Fruinlaan,5788,341,208,82,1,0,0,1,0,0,10,7,3,2,1,1,"LINESTRING(4.8344469 52.3640576,4.8329417 52.3640393,4.8325793 52.3640547)","LINESTRING(52.3640576 4.8344469,52.3640393 4.8329417,52.3640547 4.8325793)",4.8335131,52.36404845
21178,Link 253572,253572,2019,Jan Tooropstraat,5602,316,193,76,3,1,1,4,1,1,20,15,4,2,1,0,"LINESTRING(4.8365121 52.3641607,4.8365075 52.3640736)","LINESTRING(52.3641607 4.8365121,52.3640736 4.8365075)",4.8365098,52.36411715
21186,Link 253576,253576,2019,Postjesweg,1915,93,57,22,2,1,1,2,1,1,20,15,4,0,0,0,"LINESTRING(4.8404214 52.3642055,4.8404288 52.3641081)","LINESTRING(52.3642055 4.8404214,52.3641081 4.8404288)",4.8404251,52.3641568
21194,Link 253585,253585,2019,Postjesweg,5303,310,189,75,2,1,1,2,1,1,10,7,3,2,1,0,"LINESTRING(4.8438516 52.3641565,4.8441313 52.3641659)","LINESTRING(52.3641565 4.8438516,52.3641659 4.8441313)",4.84399145,52.3641612
21202,Link 253589,253589,2019,Postjesweg,3252,195,119,47,2,1,1,2,0,1,0,0,0,1,1,0,"LINESTRING(4.8365091 52.363963,4.8365075 52.3640736)","LINESTRING(52.363963 4.8365091,52.3640736 4.8365075)",4.8365083,52.3640183
21210,Link 253596,253596,2019,Muzenplein,7024,410,263,90,6,2,1,5,2,1,11,8,2,2,1,0,"LINESTRING(4.885326 52.3474162,4.8864172 52.3473624)","LINESTRING(52.3474162 4.885326,52.3473624 4.8864172)",4.8858716,52.3473893
21218,Link 253599,253599,2019,Churchill-laan,7024,410,263,90,6,2,1,5,2,1,11,8,2,2,1,0,"LINESTRING(4.8864172 52.3473624,4.8865383 52.3473586)","LINESTRING(52.3473624 4.8864172,52.3473586 4.8865383)",4.88647775,52.3473605
21226,Link 253606,253606,2019,Scheldestraat,14839,896,574,198,8,3,2,6,3,1,0,0,0,5,3,1,"LINESTRING(4.8911837 52.3477342,4.8911521 52.3474583)","LINESTRING(52.3477342 4.8911837,52.3474583 4.8911521)",4.8911679,52.34759625
21234,Link 253650,253650,2019,Hondsrugweg,6303,396,205,56,3,1,1,3,1,1,12,9,3,2,1,0,"LINESTRING(4.9439796 52.3078686,4.9444785 52.307323)","LINESTRING(52.3078686 4.9439796,52.307323 4.9444785)",4.94422905,52.3075958
